"project_name","was_td_removed","epoch_interval","comment_classification"
"Tomcat",1,95783595,"DESIGN"
"Tomcat",1,40,"DESIGN"
"Tomcat",1,95783595,"DESIGN"
"Tomcat",1,63347,"DESIGN"
"Tomcat",1,22575947,"DESIGN"
"Tomcat",1,761,"DESIGN"
"Tomcat",1,154764634,"DESIGN"
"Tomcat",1,113613296,"DESIGN"
"Tomcat",1,37152,"DESIGN"
"Tomcat",1,761,"DESIGN"
"Tomcat",1,1771,"DESIGN"
"Tomcat",1,39869582,"DESIGN"
"Tomcat",1,79366761,"DESIGN"
"Tomcat",1,15121575,"DESIGN"
"Tomcat",1,194778220,"DESIGN"
"Tomcat",1,26696423,"DESIGN"
"Tomcat",1,111666592,"DESIGN"
"Tomcat",1,92409803,"DESIGN"
"Tomcat",1,152499390,"DESIGN"
"Tomcat",1,21433240,"DESIGN"
"Tomcat",1,309263228,"DESIGN"
"Tomcat",1,769113,"DESIGN"
"Tomcat",1,168807,"DESIGN"
"Tomcat",1,183788030,"DESIGN"
"Tomcat",1,27402461,"DESIGN"
"Tomcat",1,519031,"DESIGN"
"Tomcat",1,110695431,"DESIGN"
"Tomcat",1,16439241,"DESIGN"
"Tomcat",1,35927106,"DESIGN"
"Tomcat",1,15451,"DESIGN"
"Tomcat",0,249071580.829478,"DESIGN"
"Tomcat",0,315539440.829478,"DESIGN"
"Tomcat",0,315539440.829478,"DESIGN"
"Tomcat",0,315539440.829478,"DESIGN"
"Tomcat",0,315539440.829478,"DESIGN"
"Tomcat",0,315539440.829478,"DESIGN"
"Tomcat",1,1874847,"DESIGN"
"Tomcat",1,3491228,"DESIGN"
"Tomcat",1,250036,"DESIGN"
"Tomcat",1,1730968,"DESIGN"
"Tomcat",0,35527402.829478,"DESIGN"
"Tomcat",0,11058794.829478,"DESIGN"
"Tomcat",0,315539440.829478,"DESIGN"
"Tomcat",0,315539440.829478,"DESIGN"
"Tomcat",0,315539440.829478,"DESIGN"
"Tomcat",0,315539440.829478,"DESIGN"
"Tomcat",1,9050297,"DESIGN"
"Tomcat",1,1731418,"DESIGN"
"Tomcat",1,519031,"DESIGN"
"Tomcat",0,315539440.829478,"DESIGN"
"Tomcat",1,326016,"DESIGN"
"Tomcat",1,12691534,"DESIGN"
"Tomcat",1,10232371,"DESIGN"
"Tomcat",0,315539440.829478,"DESIGN"
"Tomcat",1,271451,"DESIGN"
"Tomcat",0,315539440.829478,"DESIGN"
"Tomcat",1,162658829,"DESIGN"
"Tomcat",0,87439410.829478,"DESIGN"
"Tomcat",1,1474275,"DESIGN"
"Tomcat",0,157322143.829478,"DESIGN"
"Tomcat",1,1882226,"DESIGN"
"Tomcat",1,129376445,"DESIGN"
"Tomcat",1,194759642,"DESIGN"
"Tomcat",1,32212446,"DESIGN"
"Tomcat",0,198798269.829478,"DESIGN"
"Tomcat",0,315539440.829478,"DESIGN"
"Tomcat",1,50061,"DESIGN"
"Tomcat",1,8660,"DESIGN"
"Tomcat",1,28011,"DESIGN"
"Tomcat",1,10264835,"DESIGN"
"Tomcat",1,26784643,"DESIGN"
"Tomcat",1,547,"DESIGN"
"Tomcat",0,315539440.829478,"DESIGN"
"Tomcat",0,314471417.829478,"DESIGN"
"Tomcat",1,129820181,"DESIGN"
"Tomcat",1,71521136,"DESIGN"
"Tomcat",0,7016024.829478,"DESIGN"
"Tomcat",1,142227317,"DESIGN"
"Tomcat",0,211915455.829478,"DESIGN"
"Tomcat",1,32044051,"DESIGN"
"Tomcat",1,1319,"DESIGN"
"Tomcat",0,211913515.829478,"DESIGN"
"Tomcat",0,302566577.829478,"DESIGN"
"Tomcat",0,302566577.829478,"DESIGN"
"Tomcat",0,302566577.829478,"DESIGN"
"Tomcat",1,101072433,"DESIGN"
"Tomcat",0,6996724.829478,"DESIGN"
"Tomcat",1,298737,"DESIGN"
"Tomcat",1,1709870,"DESIGN"
"Tomcat",1,311937349,"DESIGN"
